model,method_key,method_role,family,source_dataset,n_windows_execution,n_windows_relative,low_window,low_mean_ks,low_lift_pct,high_window,high_mean_ks,high_lift_pct,high_minus_low_lift_pct,direction,monotonicity,sibling_sign_consistency,window_sequence,mean_ks_sequence,lift_sequence_pct,absolute_effect_sequence,inference_status
tabicl,joint_tsne_2d_p50,test_time_variant,M3b_joint_tsne,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,0.1400062224986153,tabred_homesite__gap_far,0.0830990647492541,-12.232821306703665,-12.37282752920228,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,0.140006;-12.232821,8.54399711e-05;-0.0152175369,descriptive_exact_variant_no_ci_across_variants
tabicl,joint_tsne_2d_p50,test_time_variant,M3b_joint_tsne,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-1.012885429570413,tabred_weather__gap_maxdiff,0.2280292319342118,-3.20810893775386,-2.195223508183447,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-1.012885;-0.762668;-3.208109,-0.0175177213;-0.0125476514;-0.0576210965,descriptive_exact_variant_no_ci_across_variants
tabicl,joint_tsne_3d_p30,test_time_variant,M3b_joint_tsne,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,-0.5966730178782359,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-1.184281271589871,-0.587608253711635,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,-0.596673;-5.238711;-1.184281,-0.00334547203;-0.0293728023;-0.00649587081,descriptive_exact_variant_no_ci_across_variants
tabicl,joint_tsne_3d_p30,test_time_variant,M3b_joint_tsne,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-3.143695275345905,tabred_homesite__gap_far,0.0830990647492541,-20.143905284158457,-17.00021000881255,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-3.143695;-20.143905,-0.0019184664;-0.0250588654,descriptive_exact_variant_no_ci_across_variants
tabicl,joint_tsne_3d_p30,test_time_variant,M3b_joint_tsne,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-2.673860620292723,tabred_weather__gap_maxdiff,0.2280292319342118,-0.5388950889270455,2.1349655313656775,higher_shift_more_helpful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-2.673861;-0.456916;-0.538895,-0.0462440705;-0.00751731644;-0.00967913699,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_k10_a05,test_time_variant,M8_label_prop,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.0046358249084223,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.5495538249067858,-0.5541896498152081,higher_shift_more_harmful,strictly_decreasing,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.004636;-0.306148;-0.549554,2.59924986e-05;-0.00171653205;-0.00301434358,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_k10_a05,test_time_variant,M8_label_prop,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-5.728699053291581,tabred_homesite__gap_far,0.0830990647492541,-15.522583317888976,-9.793884264597395,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-5.728699;-15.522583,-0.00349598663;-0.0193099759,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_k10_a05,test_time_variant,M8_label_prop,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-4.327847905921454,tabred_weather__gap_maxdiff,0.2280292319342118,-19.234393141495424,-14.90654523557397,higher_shift_more_harmful,strictly_decreasing,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-4.327848;-5.023663;-19.234393,-0.0748495647;-0.082650864;-0.345470445,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_k15_a05,test_time_variant,M8_label_prop,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.0694840620269852,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.53110508980641,-0.6005891518333952,higher_shift_more_harmful,strictly_decreasing,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.069484;-0.399528;-0.531105,0.000389588568;-0.0022401038;-0.0029131509,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_k15_a05,test_time_variant,M8_label_prop,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-7.17809680430289,tabred_homesite__gap_far,0.0830990647492541,-17.45374862363333,-10.275651819330442,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-7.178097;-17.453749,-0.00438049376;-0.0217123309,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_k15_a05,test_time_variant,M8_label_prop,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-2.9749568308112275,tabred_weather__gap_maxdiff,0.2280292319342118,-18.008473046365875,-15.033516215554648,higher_shift_more_harmful,strictly_decreasing,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-2.974957;-4.696590;-18.008473,-0.0514514901;-0.0772697664;-0.323451598,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_k15_a08,test_time_variant,M8_label_prop,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.0212611485067963,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.5113225110888909,-0.5325836595956872,higher_shift_more_harmful,strictly_decreasing,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.021261;-0.349623;-0.511323,0.000119208638;-0.00196029055;-0.00280464198,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_k15_a08,test_time_variant,M8_label_prop,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-6.231832525890296,tabred_homesite__gap_far,0.0830990647492541,-16.236658780947952,-10.004826255057656,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-6.231833;-16.236659,-0.00380302805;-0.0201982804,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_k15_a08,test_time_variant,M8_label_prop,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-3.62589535559585,tabred_weather__gap_maxdiff,0.2280292319342118,-20.10451759806027,-16.478622242464418,higher_shift_more_harmful,strictly_decreasing,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-3.625895;-4.875673;-20.104518,-0.062709387;-0.0802160918;-0.361098819,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_adaptive,test_time_variant,M8_label_prop,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,-0.0289145438636048,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-2.9203741514992108,-2.891459607635606,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,-0.028915;-3.277642;-2.920374,-0.000162120282;-0.0183773314;-0.0160184693,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_adaptive,test_time_variant,M8_label_prop,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-55.70558691497455,tabred_homesite__gap_far,0.0830990647492541,-19.77999934588508,35.92558756908947,higher_shift_more_helpful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-55.705587;-19.779999,-0.0339948015;-0.0246061692,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_adaptive,test_time_variant,M8_label_prop,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-2.654108919080169,tabred_weather__gap_maxdiff,0.2280292319342118,-6.168834201216633,-3.514725282136464,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-2.654109;-6.274651;-6.168834,-0.0459024674;-0.103232517;-0.110798915,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_t005_k10,test_time_variant,M8_label_prop,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.0995183648964764,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-2.5453508149916653,-2.6448691798881416,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.099518;-2.882633;-2.545351,0.0005579872;-0.0161625673;-0.0139614384,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_t005_k10,test_time_variant,M8_label_prop,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-31.612516111827688,tabred_homesite__gap_far,0.0830990647492541,-27.94226345568924,3.670252656138448,higher_shift_more_helpful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-31.612516;-27.942263,-0.019291803;-0.0347599639,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_t005_k10,test_time_variant,M8_label_prop,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-4.36834843554244,tabred_weather__gap_maxdiff,0.2280292319342118,-16.67414994881645,-12.305801513274009,higher_shift_more_harmful,strictly_decreasing,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-4.368348;-14.355343;-16.674150,-0.0755500161;-0.236178568;-0.299485716,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_t005_k15,test_time_variant,M8_label_prop,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.0696026444280957,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-2.740568692151121,-2.8101713365792165,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.069603;-3.091579;-2.740569,0.000390253444;-0.0173340963;-0.015032223,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_t005_k15,test_time_variant,M8_label_prop,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-33.02324547757734,tabred_homesite__gap_far,0.0830990647492541,-26.07629160443503,6.946953873142309,higher_shift_more_helpful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-33.023245;-26.076292,-0.0201527124;-0.032438709,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_t005_k15,test_time_variant,M8_label_prop,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-3.7833033728233247,tabred_weather__gap_maxdiff,0.2280292319342118,-12.153009860264776,-8.369706487441452,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-3.783303;-12.619238;-12.153010,-0.0654317381;-0.207615634;-0.218281164,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_t01_k15,test_time_variant,M8_label_prop,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,-0.118093664536643,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-1.1864154166478749,-1.0683217521112318,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,-0.118094;-1.604034;-1.186415,-0.000662136615;-0.00899362145;-0.00650757676,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_t01_k15,test_time_variant,M8_label_prop,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,4.225521134272521,tabred_homesite__gap_far,0.0830990647492541,-26.8792176785462,-31.104738812818724,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,4.225521;-26.879218,0.0025786597;-0.033437543,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_v3_t01_k15,test_time_variant,M8_label_prop,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-5.206526920280678,tabred_weather__gap_maxdiff,0.2280292319342118,-10.101686293249184,-4.895159372968506,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-5.206527;-33.134489;-10.101686,-0.0900462036;-0.545138919;-0.18143718,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_adaptive_a05,test_time_variant,M8_label_prop,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.1561673955770457,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.8811670534940172,-1.037334449071063,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.156167;-1.695939;-0.881167,0.00087561133;-0.00950891708;-0.00483326679,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_adaptive_a05,test_time_variant,M8_label_prop,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,9.560869371971636,tabred_homesite__gap_far,0.0830990647492541,-15.574476435509686,-25.135345807481322,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,9.560869;-15.574476,0.00583460069;-0.0193745306,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_adaptive_a05,test_time_variant,M8_label_prop,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-3.6089601138642218,tabred_weather__gap_maxdiff,0.2280292319342118,-7.35011597648562,-3.7411558626213983,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-3.608960;-9.314489;-7.350116,-0.0624164942;-0.153244875;-0.13201601,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_k10_a05,test_time_variant,M8_label_prop,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.1480828814319694,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.5672604416148715,-0.7153433230468409,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.148083;-1.014128;-0.567260,0.000830282456;-0.00568609061;-0.00311146569,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_k10_a05,test_time_variant,M8_label_prop,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-10.325792257434038,tabred_homesite__gap_far,0.0830990647492541,-28.451491927131617,-18.12569966969758,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-10.325792;-28.451492,-0.0063014013;-0.0353934402,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_k10_a05,test_time_variant,M8_label_prop,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-7.327413828636454,tabred_weather__gap_maxdiff,0.2280292319342118,-19.57770090889792,-12.250287080261467,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-7.327414;-23.900138;-19.577701,-0.126726666;-0.393212515;-0.351636623,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_k15_a05,test_time_variant,M8_label_prop,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.1574349624417883,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.6572377283048632,-0.8146726907466515,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.157435;-1.188910;-0.657238,0.000882718421;-0.00666607106;-0.0036049978,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_k15_a05,test_time_variant,M8_label_prop,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-6.352726787857575,tabred_homesite__gap_far,0.0830990647492541,-24.75192691355877,-18.399200125701192,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-6.352727;-24.751927,-0.00387680478;-0.0307912094,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_k15_a05,test_time_variant,M8_label_prop,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-5.669505822890062,tabred_weather__gap_maxdiff,0.2280292319342118,-16.153605417701833,-10.48409959481177,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-5.669506;-18.277669;-16.153605,-0.0980533633;-0.300709891;-0.290136175,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_k15_a08,test_time_variant,M8_label_prop,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.1247397315387835,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.5997940715579986,-0.7245338030967821,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.124740;-1.055174;-0.599794,0.000699400293;-0.00591622804;-0.00328991507,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_k15_a08,test_time_variant,M8_label_prop,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,-6.971865416241081,tabred_homesite__gap_far,0.0830990647492541,-23.40532231513091,-16.43345689888983,higher_shift_more_harmful,not_assessed_two_windows,all_negative,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,-6.971865;-23.405322,-0.00425463932;-0.0291160435,descriptive_exact_variant_no_ci_across_variants
tabicl,label_prop_weighted_k15_a08,test_time_variant,M8_label_prop,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-6.591569567440794,tabred_weather__gap_maxdiff,0.2280292319342118,-15.67606903573128,-9.084499468290485,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-6.591570;-18.565686;-15.676069,-0.114000335;-0.30544844;-0.281559107,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf,test_time_variant,M18_leaf_density,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.4623225976006228,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-1.1841980586001617,-1.6465206562007846,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.462323;-2.806753;-1.184198,0.00259218579;-0.0157371133;-0.00649541438,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf,test_time_variant,M18_leaf_density,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,15.0384461531623,tabred_homesite__gap_far,0.0830990647492541,-12.490760626642064,-27.529206779804362,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,15.038446;-12.490761,0.00917733785;-0.0155384115,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf,test_time_variant,M18_leaf_density,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-0.9252619367772512,tabred_weather__gap_maxdiff,0.2280292319342118,-3.6406599693257697,-2.7153980325485185,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-0.925262;0.534004;-3.640660,-0.0160022844;0.008785595;-0.0653901795,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf_cumshift,test_time_variant,M18_leaf_density,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.4587130569958849,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-1.403808546175359,-1.862521603171244,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.458713;-2.724513;-1.403809,0.00257194755;-0.0152760053;-0.00769999423,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf_cumshift,test_time_variant,M18_leaf_density,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,1.3569491977417212,tabred_homesite__gap_far,0.0830990647492541,-21.82934141528668,-23.1862906130284,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,1.356949;-21.829341,0.000828089625;-0.0271555352,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf_cumshift,test_time_variant,M18_leaf_density,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-2.032922197498901,tabred_weather__gap_maxdiff,0.2280292319342118,-1.0000224499968515,1.0328997475020494,higher_shift_more_helpful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-2.032922;-0.295764;-1.000022,-0.0351591241;-0.00486600386;-0.0179614817,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf_deep,test_time_variant,M18_leaf_density,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.4502421030404481,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-1.0032976608327684,-1.4535397638732164,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.450242;-2.904888;-1.003298,0.00252445195;-0.0162873479;-0.00550316225,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf_deep,test_time_variant,M18_leaf_density,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,12.533890395128664,tabred_homesite__gap_far,0.0830990647492541,1.2363862330611035,-11.29750416206756,higher_shift_more_harmful,not_assessed_two_windows,all_positive,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,12.533890;1.236386,0.0076489117;0.0015380551,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf_deep,test_time_variant,M18_leaf_density,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-1.0433990312400452,tabred_weather__gap_maxdiff,0.2280292319342118,-3.737352822044237,-2.693953790804192,higher_shift_more_harmful,nonmonotonic,all_negative,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-1.043399;-0.090160;-3.737353,-0.0180454501;-0.00148333282;-0.0671268874,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf_shallow,test_time_variant,M18_leaf_density,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,0.009314528686934,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,-0.8856150414506885,-0.8949295701376225,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,0.009315;-3.366816;-0.885615,5.22254138e-05;-0.0188773164;-0.00485766434,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf_shallow,test_time_variant,M18_leaf_density,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,16.60518245255336,tabred_homesite__gap_far,0.0830990647492541,-20.02856301852245,-36.63374547107581,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,16.605182;-20.028563,0.0101334518;-0.0249153805,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_conf_shallow,test_time_variant,M18_leaf_density,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,-1.7229847856726008,tabred_weather__gap_maxdiff,0.2280292319342118,-0.6347016446017449,1.088283141070856,higher_shift_more_helpful,nonmonotonic,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,-1.722985;0.466446;-0.634702,-0.029798797;0.0076741167;-0.0113999261,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_embed_k10,test_time_variant,M18_leaf_density,tabred_delivery_eta,3,3,tabred_delivery_eta__gap_near,0.1571228260314691,-0.5011743653429159,tabred_delivery_eta__gap_maxdiff,0.2496496029927623,0.1119227254071928,0.6130970907501088,higher_shift_more_helpful,nonmonotonic,mixed_or_tied,tabred_delivery_eta__gap_near;tabred_delivery_eta__gap_far;tabred_delivery_eta__gap_maxdiff,0.157123;0.237934;0.249650,-0.501174;-1.440557;0.111923,-0.00281002287;-0.00807702222;0.000613904469,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_embed_k10,test_time_variant,M18_leaf_density,tabred_homesite,2,2,tabred_homesite__gap_near,0.0437974647176086,4.938441708520576,tabred_homesite__gap_far,0.0830990647492541,-3.871379201325672,-8.809820909846248,higher_shift_more_harmful,not_assessed_two_windows,mixed_or_tied,tabred_homesite__gap_near;tabred_homesite__gap_far,0.043797;0.083099,4.938442;-3.871379,0.00301372546;-0.00481596637,descriptive_exact_variant_no_ci_across_variants
tabicl,leaf_density_embed_k10,test_time_variant,M18_leaf_density,tabred_weather,3,3,tabred_weather__gap_near,0.0948655339805825,0.2588541296423486,tabred_weather__gap_maxdiff,0.2280292319342118,0.2008988908936686,-0.05795523874868,higher_shift_more_harmful,nonmonotonic,mixed_or_tied,tabred_weather__gap_near;tabred_weather__gap_far;tabred_weather__gap_maxdiff,0.094866;0.101202;0.228029,0.258854;-0.941261;0.200899,0.00447684839;-0.0154859118;0.00360836075,descriptive_exact_variant_no_ci_across_variants
